month_beginning,route,route_name,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,month_total
2001-01-01,59,59th/61st,4260.5,2222.6,0.0,102622.0
2001-01-01,156,LaSalle,9039.1,0.0,0.0,198859.0
2001-01-01,34,South Michigan,7911.6,5744.2,3580.5,214933.0
2001-03-01,34,South Michigan,8338.0,6218.6,4215.2,231390.0
2001-03-01,49B,North Western,5150.2,3373.9,2091.2,138538.0
2001-04-01,78,Montrose,9323.1,6384.2,3821.1,240427.0
2001-04-01,63,63rd,21416.6,17317.6,12930.8,583672.0
2001-03-01,92,Foster,7906.6,4398.3,2606.7,206363.0
2001-02-01,24,Wentworth,4403.2,0.0,0.0,88063.0
2001-04-01,10,Museum of S & I,0.0,926.8,441.1,5913.0
2001-01-01,35,35th,5977.7,3342.5,1810.1,153931.0
2001-01-01,119,Michigan/119th,5171.2,4747.3,2890.1,147205.0
2001-03-01,65,Grand,7000.3,3692.4,1957.5,180298.0
2001-01-01,203,Ridge/Grant,1593.3,0.0,0.0,35053.0
2001-03-01,76,Diversey,14294.0,8627.8,5705.8,380431.0
2001-03-01,119,Michigan/119th,5394.1,5124.0,2933.8,156025.0
2001-02-01,122,Illinois Center/Ogilvie Express,1053.4,0.0,0.0,21067.0
2001-03-01,91,Austin,8666.0,4707.0,2729.2,225103.0
2001-01-01,106,East 103rd,2317.8,570.3,398.4,55265.0
2001-03-01,8,Halsted,20442.8,13256.7,9257.3,553054.0
2001-04-01,43,43rd,1237.9,549.7,355.7,29973.0
2001-04-01,52,Kedzie/California,12301.4,8886.6,6120.1,324477.0
2001-04-01,63W,West 63rd,2293.3,878.4,404.8,53696.0
2001-04-01,14,Jeffery Express,9725.6,0.0,0.0,204237.0
2001-02-01,75,74th-75th,7381.3,4746.8,3080.6,178935.0
2001-03-01,126,Jackson,11114.2,5090.4,3046.4,282150.0
2001-01-01,92,Foster,7414.5,4123.2,2316.9,191196.0
2001-03-01,78,Montrose,9481.0,6177.6,3608.6,253905.0
2001-02-01,93,California/Dodge,2249.3,974.8,0.0,48884.0
2001-04-01,67,67th-69th-71st,14450.2,10065.0,7471.6,381072.0
2001-03-01,152,Addison,11575.7,4946.1,2518.9,289472.0
2001-03-01,29,State,17732.8,13083.9,9137.5,492091.0
2001-04-01,21,Cermak,7623.9,8625.0,6465.1,226926.0
2001-04-01,90N,North Harlem,404.6,154.6,0.0,9114.0
2001-03-01,2,Hyde Park Express,862.0,0.0,0.0,18964.0
2001-02-01,129,West Loop/South Loop,811.5,0.0,0.0,16231.0
2001-01-01,100,Jeffery Manor Express,1167.0,0.0,0.0,25673.0
2001-03-01,55N,55th/Narragansett,1138.3,165.4,0.0,25869.0
2001-02-01,49,Western,24342.7,19506.1,12396.5,614464.0
2001-02-01,37,Sedgwick,2593.3,0.0,0.0,51866.0
2001-01-01,29,State,16328.2,12511.5,8537.9,451955.0
2001-02-01,96,Lunt,1332.0,0.0,0.0,26640.0
2001-04-01,69,Cumberland/East River,393.4,0.0,0.0,8262.0
2001-03-01,50,Damen,9353.5,4719.6,2918.6,241049.0
2001-03-01,8A,South Halsted,3286.8,2914.5,1586.4,93228.0
2001-02-01,127,Madison/Roosevelt Circulator,214.5,0.0,0.0,4290.0
2001-03-01,135,Clarendon/LaSalle Express,2850.0,0.0,0.0,62701.0
2001-03-01,43,43rd,1308.1,722.0,368.7,33863.0
2001-01-01,151,Sheridan,23604.8,14136.3,11694.7,634324.0
2001-03-01,80,Irving Park,12315.9,8866.3,6234.8,340221.0
2001-03-01,106,East 103rd,2358.1,798.5,462.8,57722.0
2001-02-01,66,Chicago,21441.0,12708.4,8070.9,511938.0
2001-01-01,72,North,15417.4,11359.3,6853.7,418889.0
2001-04-01,84,Peterson,4313.0,2783.4,1395.9,108687.0
2001-03-01,54,Cicero,12638.4,10284.9,6537.4,355619.0
2001-01-01,66,Chicago,21001.5,13332.8,8478.8,557759.0
2001-01-01,74,Fullerton,12842.3,9858.6,5968.0,351804.0
2001-04-01,64,Foster-Canfield,243.4,0.0,0.0,5112.0
2001-03-01,X49,Western Express,6016.4,0.0,0.0,132360.0
2001-03-01,53A,South Pulaski,9781.8,3558.8,1672.9,239686.0
2001-03-01,96,Lunt,1293.1,0.0,0.0,28449.0
2001-01-01,108,Halsted/95th,2928.1,0.0,0.0,64417.0
2001-04-01,66,Chicago,21052.5,15487.3,9553.9,551821.0
2001-02-01,112,Vincennes/111th,4003.7,1374.8,965.9,89438.0
2001-03-01,59,59th/61st,4569.0,2336.7,0.0,112201.0
2001-02-01,12,Roosevelt,11000.4,6809.7,5125.9,267751.0
2001-01-01,14,Jeffery Express,8484.3,0.0,0.0,186655.0
2001-04-01,56A,North Milwaukee,657.9,0.0,0.0,13816.0
2001-01-01,43,43rd,1351.0,679.3,354.8,34213.0
2001-04-01,8A,South Halsted,3170.6,2962.7,1721.4,87040.0
2001-01-01,135,Clarendon/LaSalle Express,2621.3,0.0,0.0,57669.0
2001-02-01,170,U. of Chicago/Midway,287.9,0.0,0.0,5758.0
2001-04-01,49B,North Western,5123.2,3695.2,2365.4,134195.0
2001-03-01,156,LaSalle,9421.5,0.0,0.0,207273.0
2001-02-01,119,Michigan/119th,5484.8,4686.4,3177.5,141151.0
2001-02-01,52,Kedzie/California,12412.4,8292.8,5632.1,303947.0
2001-04-01,7,Harrison,5292.7,0.0,0.0,111146.0
2001-01-01,49B,North Western,5087.6,3065.0,1954.1,133958.0
2001-01-01,95E,93rd-95th,5787.1,4530.5,3014.3,160511.0
2001-02-01,21,Cermak,7910.0,7563.8,5991.4,212421.0
2001-02-01,70,Division,10967.6,7142.3,5658.5,270554.0
2001-01-01,170,U. of Chicago/Midway,287.1,0.0,0.0,6315.0
2001-02-01,95E,93rd-95th,5773.6,4785.1,3102.1,147020.0
2001-03-01,170,U. of Chicago/Midway,237.9,0.0,0.0,5233.0
2001-02-01,8,Halsted,20741.7,12528.9,9279.6,502067.0
2001-01-01,93,California/Dodge,2228.0,1057.5,0.0,53246.0
2001-01-01,55N,55th/Narragansett,1071.8,164.4,0.0,24237.0
2001-04-01,3,King Drive,21917.1,15266.7,9533.3,568992.0
2001-01-01,12,Roosevelt,10763.5,6950.6,4691.0,288055.0
2001-04-01,2,Hyde Park Express,809.2,0.0,0.0,16993.0
2001-02-01,69,Cumberland/East River,466.2,0.0,0.0,8858.0
2001-04-01,121,Union/Wacker Express,1700.7,0.0,0.0,35715.0
2001-01-01,X21,Cermak Express,0.0,1177.9,855.9,8991.0
2001-02-01,85,Central,13316.8,8252.3,5260.9,320389.0
2001-02-01,68,Northwest Highway,1758.8,649.5,257.5,38803.0
2001-02-01,44,Wallace-Racine,6877.6,2743.4,1560.6,154768.0
2001-03-01,129,West Loop/South Loop,820.5,0.0,0.0,18050.0
2001-03-01,49A,South Western,437.0,0.0,0.0,9614.0
2001-02-01,136,Sheridan/LaSalle Express,1958.3,0.0,0.0,39165.0
2001-04-01,95W,West 95th,5229.4,4499.5,2596.9,140800.0
2001-03-01,145,Wilson/Michigan Express,8718.2,4168.7,2072.9,220934.0
2001-04-01,111,Pullman/111th/115th,5973.0,3655.8,2227.2,151193.0
2001-04-01,62,Archer,15266.9,7784.5,5453.1,379009.0
2001-02-01,X21,Cermak Express,0.0,1559.9,1100.0,10639.0
2001-03-01,146,Inner Drive/Michigan Express,9819.9,6422.2,3860.6,263590.0
2001-03-01,55,Garfield,13365.0,9828.9,7085.0,371515.0
2001-02-01,171,U. of Chicago/Hyde Park,918.1,271.3,320.2,20728.0
2001-02-01,50,Damen,8839.3,4098.7,2818.2,204453.0
2001-02-01,169,69th-UPS Express,852.6,78.0,0.0,17365.0
2001-01-01,64,Foster-Canfield,337.2,0.0,0.0,7419.0
2001-01-01,24,Wentworth,3893.4,0.0,0.0,85655.0
2001-03-01,94,South California,10912.0,5038.8,3106.5,277684.0
2001-02-01,62,Archer,15473.0,6770.3,4642.1,355110.0
2001-04-01,53,Pulaski,20936.2,14585.9,10170.6,548856.0
2001-03-01,81W,West Lawrence,1507.6,1025.1,437.3,40042.0
2001-03-01,100,Jeffery Manor Express,1256.2,0.0,0.0,27636.0
2001-03-01,88,Higgins,1796.8,748.5,443.7,45048.0
2001-01-01,95W,West 95th,5162.6,4526.5,2556.7,144468.0
2001-04-01,75,74th-75th,6804.6,5703.4,3832.6,184874.0
2001-03-01,62H,Archer/Harlem,1454.0,708.1,0.0,35528.0
2001-03-01,136,Sheridan/LaSalle Express,1954.1,0.0,0.0,42990.0
2001-04-01,112,Vincennes/111th,3646.4,1591.6,1145.3,88667.0
2001-03-01,52,Kedzie/California,12226.5,9252.4,5549.4,337442.0
2001-03-01,22,Clark,22534.9,15977.9,11678.0,622370.0
2001-01-01,81,Lawrence,14489.3,11561.8,7558.0,402803.0
2001-02-01,63W,West 63rd,2234.9,644.8,424.3,48975.0
2001-03-01,53,Pulaski,22336.2,16071.4,10142.3,612322.0
2001-02-01,81W,West Lawrence,1505.2,851.7,444.0,35286.0
2001-01-01,75,74th-75th,7081.7,4725.3,2795.5,188676.0
2001-04-01,12,Roosevelt,10568.6,7308.0,5694.7,279647.0
2001-01-01,60,Blue Island/26th,13431.4,9929.4,6310.6,366761.0
2001-02-01,108,Halsted/95th,3104.7,0.0,0.0,62094.0
2001-02-01,56,Milwaukee,14732.9,8891.0,6289.6,355380.0
2001-02-01,74,Fullerton,13381.0,10172.3,7385.9,337853.0
2001-02-01,7,Harrison,5684.4,0.0,0.0,113688.0
2001-04-01,86,Narragansett/Ridgeland,1632.8,0.0,0.0,34288.0
2001-02-01,157,Streeterville/Taylor,3279.0,0.0,0.0,65581.0
2001-03-01,82,Kimball-Homan,21323.3,13335.5,7651.3,566396.0
2001-02-01,33,Mag Mile Express,673.6,0.0,0.0,13473.0
2001-03-01,56A,North Milwaukee,633.7,0.0,0.0,13941.0
2001-03-01,95E,93rd-95th,5881.4,4963.7,3213.3,167062.0
2001-03-01,18,16th/18th,1717.8,979.8,710.8,45533.0
2001-02-01,90,Harlem,3967.0,2612.5,1503.4,95804.0
2001-01-01,37,Sedgwick,2500.6,0.0,0.0,55014.0
2001-02-01,22,Clark,21849.7,14712.5,11108.6,540279.0
2001-02-01,52A,South Kedzie,6113.8,3246.1,1877.1,142769.0
2001-01-01,X49,Western Express,5131.8,0.0,0.0,112899.0
2001-04-01,55N,55th/Narragansett,995.0,128.3,0.0,21408.0
2001-03-01,204,Dodge,1690.8,0.0,0.0,37197.0
2001-02-01,10,Museum of S & I,0.0,633.7,470.3,4416.0
2001-02-01,54A,North Cicero/Skokie Blvd.,1373.7,0.0,0.0,27474.0
2001-03-01,3,King Drive,23081.6,14786.6,8979.5,617646.0
2001-01-01,18,16th/18th,1923.8,898.5,642.3,49130.0
2001-02-01,55N,55th/Narragansett,1162.0,162.8,0.0,23891.0
2001-04-01,47,47th,8463.6,6425.6,3854.5,222711.0
2001-01-01,84,Peterson,4357.5,2418.1,1145.6,111265.0
2001-04-01,90,Harlem,3804.7,3134.3,1455.0,99712.0
2001-02-01,151,Sheridan,24656.8,14270.0,12550.0,600416.0
2001-01-01,91,Austin,8583.5,4415.0,2384.8,218421.0
2001-02-01,85A,North Central,879.8,51.8,0.0,17802.0
2001-04-01,53A,South Pulaski,9133.8,3395.1,1740.3,214091.0
2001-04-01,48,South Damen,1101.5,0.0,0.0,23132.0
2001-04-01,9,Ashland,31136.2,24477.5,16494.1,834240.0
2001-01-01,173,U. of Chicago/Lakeview Express,253.0,562.1,254.6,9088.0
2001-04-01,97,Skokie,3687.8,2440.6,1364.8,94029.0
2001-02-01,49A,South Western,444.1,0.0,0.0,8882.0
2001-03-01,173,U. of Chicago/Lakeview Express,206.2,243.0,124.1,6247.0
2001-02-01,9,Ashland,31183.8,23385.3,16717.4,784087.0
2001-01-01,30,South Chicago,3823.5,1960.2,652.2,95218.0
2001-03-01,71,71st/South Shore,7310.8,5808.5,3438.3,203634.0
2001-03-01,62,Archer,15564.3,8070.4,4971.4,402652.0
2001-01-01,90,Harlem,3880.4,3002.1,1382.3,104289.0
2001-01-01,57,Laramie,3042.6,1412.8,616.1,75668.0
2001-04-01,11,Lincoln/Sedgwick,3794.3,1926.0,1211.3,93440.0
2001-03-01,127,Madison/Roosevelt Circulator,181.7,0.0,0.0,3997.0
2001-01-01,79,79th,30018.4,23808.6,15573.7,833507.0
2001-02-01,54B,South Cicero,4818.1,4191.1,2589.8,123486.0
2001-03-01,20,Madison,22559.6,14278.0,8496.7,601687.0
2001-03-01,68,Northwest Highway,1681.2,726.9,274.5,41719.0
2001-03-01,87,87th,17093.7,10971.7,5650.0,453521.0
2001-04-01,8,Halsted,19911.5,13060.0,9281.7,516791.0
2001-02-01,87,87th,16279.6,10064.7,6168.6,390526.0
2001-04-01,34,South Michigan,7830.2,6515.1,3991.8,210454.0
2001-01-01,47,47th,8069.8,6422.7,3490.7,220680.0
2001-03-01,202,Main/Emerson,494.3,0.0,0.0,10875.0
2001-04-01,81W,West Lawrence,1535.7,911.9,362.2,37709.0
2001-03-01,57,Laramie,3156.4,1646.9,684.9,80416.0
2001-03-01,25,West Cermak,274.5,0.0,0.0,6040.0
2001-02-01,77,Belmont,20885.2,12153.8,8920.7,502001.0
2001-01-01,122,Illinois Center/Ogilvie Express,1122.9,0.0,0.0,24705.0
2001-01-01,65,Grand,6695.3,3173.9,1805.7,169020.0
2001-01-01,155,Devon,7283.4,5229.9,3555.3,198930.0
2001-04-01,119,Michigan/119th,5447.5,5239.8,2860.6,149661.0
2001-03-01,21,Cermak,7861.8,8240.3,5852.5,237571.0
2001-02-01,28,Stony Island,12843.1,10029.1,5978.7,320893.0
2001-04-01,123,Illinois Center/Union Express,800.8,0.0,0.0,16817.0
2001-02-01,2,Hyde Park Express,976.8,0.0,0.0,19535.0
2001-03-01,81,Lawrence,15298.6,12536.9,8143.2,431828.0
2001-01-01,111,Pullman/111th/115th,6074.4,3474.9,2062.4,157849.0
2001-03-01,30,South Chicago,4203.3,2201.1,707.4,106308.0
2001-04-01,X21,Cermak Express,0.0,711.7,317.1,3721.0
2001-02-01,60,Blue Island/26th,14023.4,9395.7,6819.6,345328.0
2001-01-01,7,Harrison,5504.4,0.0,0.0,121097.0
2001-02-01,86,Narragansett/Ridgeland,2187.0,0.0,0.0,43741.0
2001-03-01,44,Wallace-Racine,6994.1,3150.3,1662.5,176272.0
2001-02-01,34,South Michigan,8251.8,5887.7,3809.4,203824.0
2001-01-01,88,Higgins,1721.8,650.3,523.9,43101.0
2001-03-01,36,Broadway,15571.8,14705.2,9019.4,452183.0
2001-04-01,37,Sedgwick,2487.0,0.0,0.0,52227.0
2001-02-01,63,63rd,22932.3,18001.7,12559.4,580890.0
2001-04-01,57,Laramie,2938.4,1512.5,689.9,71205.0
2001-03-01,11,Lincoln/Sedgwick,3725.6,1875.1,1088.1,95692.0
2001-03-01,63,63rd,22720.8,17745.8,11882.2,636114.0
2001-04-01,70,Division,10961.1,8141.3,5758.9,291542.0
2001-01-01,54,Cicero,12138.9,9536.3,5940.5,334903.0
2001-03-01,70,Division,11037.6,7872.4,5414.0,303846.0
2001-04-01,92,Foster,7459.4,4526.3,2728.1,188392.0
2001-01-01,8A,South Halsted,3196.5,3006.6,1336.2,89030.0
2001-03-01,48,South Damen,1313.7,0.0,0.0,28902.0
2001-03-01,74,Fullerton,13118.1,11041.7,6419.1,369482.0
2001-04-01,55,Garfield,13511.7,9943.0,7514.6,361091.0
2001-04-01,103,West 103rd,3412.3,1936.0,1170.9,85256.0
2001-02-01,94,South California,10951.8,4518.5,3431.3,250835.0
2001-02-01,49B,North Western,5039.0,3296.3,2091.9,122332.0
2001-01-01,103,West 103rd,3704.9,1564.8,1071.0,93121.0
2001-01-01,145,Wilson/Michigan Express,8074.3,4110.5,1831.2,203232.0
2001-04-01,81,Lawrence,15459.7,12902.1,8943.3,420979.0
2001-01-01,81W,West Lawrence,1577.3,837.2,337.6,39738.0
2001-04-01,96,Lunt,1176.1,0.0,0.0,24698.0
2001-01-01,53A,South Pulaski,9037.4,3198.0,1417.1,218700.0
2001-02-01,152,Addison,11210.9,4164.6,2243.2,249850.0
2001-01-01,82,Kimball-Homan,19622.7,11451.6,6745.8,511235.0
2001-01-01,204,Dodge,1445.4,0.0,0.0,31798.0
2001-03-01,77,Belmont,20926.5,14095.9,9080.3,567184.0
2001-04-01,54A,North Cicero/Skokie Blvd.,1332.3,0.0,0.0,27979.0
2001-02-01,120,Ogilvie/Wacker Express,624.8,0.0,0.0,12496.0
2001-01-01,52A,South Kedzie,5919.1,3596.1,1925.5,154232.0
2001-04-01,49A,South Western,394.9,0.0,0.0,8292.0
2001-03-01,4,Cottage Grove,24463.9,19493.7,11761.6,682721.0
2001-02-01,35,35th,6043.6,3262.6,1942.6,141693.0
2001-01-01,63,63rd,21814.1,17120.8,11466.5,605727.0
2001-01-01,172,U. of Chicago/Kenwood,890.2,74.4,46.6,20116.0
2001-03-01,63W,West 63rd,2323.6,753.2,427.3,56594.0
2001-04-01,19,United Center Express,466.2,860.7,305.9,4109.0
2001-03-01,24,Wentworth,4669.2,0.0,0.0,102721.0
2001-03-01,47,47th,8657.9,6689.2,3835.8,239264.0
2001-02-01,53A,South Pulaski,9793.7,2957.6,1508.8,213739.0
2001-01-01,157,Streeterville/Taylor,3315.2,0.0,0.0,72933.0
2001-03-01,54B,South Cicero,5084.5,5160.6,2753.9,148677.0
2001-04-01,60,Blue Island/26th,15104.8,11153.2,7769.3,400659.0
2001-01-01,56,Milwaukee,14274.6,9160.4,6174.4,381555.0
2001-04-01,68,Northwest Highway,1716.0,794.7,318.2,40805.0
2001-02-01,121,Union/Wacker Express,1345.0,0.0,0.0,26900.0
2001-01-01,39,Pershing,2249.6,0.0,0.0,49492.0
2001-04-01,39,Pershing,2230.3,0.0,0.0,46837.0
2001-03-01,171,U. of Chicago/Hyde Park,948.2,312.5,253.2,23436.0
2001-03-01,124,Navy Pier,0.0,860.9,569.2,2860.0
2001-04-01,106,East 103rd,2142.9,632.6,479.7,49929.0
2001-01-01,136,Sheridan/LaSalle Express,2055.4,0.0,0.0,45218.0
2001-04-01,20,Madison,21244.5,13722.4,9045.4,546252.0
2001-01-01,147,Outer Drive Express,8812.6,5443.1,0.0,215649.0
2001-03-01,108,Halsted/95th,3194.8,0.0,0.0,70285.0
2001-02-01,71,71st/South Shore,7650.9,5818.3,3525.7,190393.0
2001-04-01,27,South Deering,5650.2,3771.7,2458.6,146033.0
2001-01-01,49A,South Western,333.3,0.0,0.0,7332.0
2001-03-01,54A,North Cicero/Skokie Blvd.,1444.6,0.0,0.0,31781.0
2001-04-01,79,79th,31499.9,24764.6,16940.5,845259.0
2001-03-01,85,Central,13872.6,8535.9,5214.9,368735.0
2001-03-01,35,35th,6190.3,3611.6,2076.3,162549.0
2001-04-01,85A,North Central,767.4,68.5,0.0,16390.0
2001-02-01,91,Austin,8550.5,4194.4,2306.3,197013.0
2001-02-01,17,Westchester,531.9,0.0,0.0,10638.0
2001-01-01,96,Lunt,1343.2,0.0,0.0,29550.0
2001-03-01,112,Vincennes/111th,4067.3,1496.5,922.7,100654.0
2001-01-01,86,Narragansett/Ridgeland,1831.2,0.0,0.0,40287.0
2001-01-01,169,69th-UPS Express,885.9,53.7,0.0,19704.0
2001-01-01,10,Museum of S & I,0.0,562.6,372.9,4115.0
2001-03-01,66,Chicago,21182.7,13293.3,8251.7,565492.0
2001-02-01,30,South Chicago,4110.7,1961.2,861.2,93503.0
2001-01-01,51,51st,4654.8,3675.0,2169.4,127952.0
2001-01-01,21,Cermak,7423.7,7747.2,4781.0,218216.0
2001-03-01,17,Westchester,578.0,0.0,0.0,12716.0
2001-02-01,80,Irving Park,11989.0,7662.9,5326.3,291736.0
2001-01-01,3,King Drive,21406.5,13210.7,8725.3,567413.0
2001-03-01,69,Cumberland/East River,442.4,0.0,0.0,9733.0
2001-03-01,122,Illinois Center/Ogilvie Express,1092.6,0.0,0.0,24038.0
2001-02-01,11,Lincoln/Sedgwick,3606.1,1661.2,969.2,82644.0
2001-01-01,48,South Damen,1120.6,0.0,0.0,24654.0
2001-04-01,71,71st/South Shore,7150.3,5803.4,3558.3,191162.0
